,index,Full_name,class
680,4374,فتوأتاسلمدمبرغبس,F
681,1707,مجير سعد مخلف,T
682,2605,احنف فاخر مصعب,T
683,5550,عاكفصرماةكيومدعفةشهل,F
684,2300,سويد عبدي جمال,T
685,3709,اةيراح إآيل صكب,F
686,4847,مؤؤد وتيقررئض,F
687,3573,هيام سلاخ صسيق,F
688,657,فاتن اشيم يعقوب,T
689,5226,عذاري عبدالقادر رابح,F
690,1638,وهب بهجت فراس,T
691,4762,ازور عمةوضبرهان,F
692,433,امواج عياش سلمان,T
693,3461,عحدع مقؤن مبروم,F
694,1549,صلاح معطي نايف,T
695,2205,جابر سعود عبدالمطلب,T
696,1844,باركه رفعت منصور,T
697,3453,ذاأخ كأاصبإمرإان,F
698,3849,داحرئفهمك رشيدة,F
699,5965,ذبياقه عمرو ذيدوذ,F
700,915,تغلب لمعي مسلم,T
701,3333,ريما حاوغش رثذز,F
702,3444,عبتصكرب حسأي شاسط,F
703,2969,رافد قطب مسفر,T
704,4773,سشلم نصرو مدذء,F
705,803,لقمان عبدالرقيب عباده,T
706,3702,مطاعهئملحممخضر,F
707,2942,خليوي ثائب مدحت,T
708,4226,عبنالجميل مرزوق نوافض,F
709,2868,رحاب مصباح مصطفي,T
710,5179,ععئض فكزي عإدظلملف,F
711,3687,حاءإونصئر جزفلص,F
712,2321,اعزاز كاسب امجد,T
713,3830,حقوم ترئؤ ءشرج,F
714,2900,عكاشه منتصر نزيه,T
715,2848,رسيمه نبيه مجدي,T
716,2109,ثواب كهلان عنبر,T
717,1060,فتون عوض حنشل,T
718,2241,هيام معتصم قتاده,T
719,5378,عبدالفتاح هبأ دةدوت,F
720,4834,نزدفيعزءاررقاث شييد,F
721,4158,كغاؤامسيلهعصهدب,F
722,3590,ققآدكئسدئلخثلقووإرفش,F
723,4690,كقاؤ ذامش ءاشؤ,F
724,3697,زهيوراكمل مالجح,F
725,5182,لين مهةشبظافغ,F
726,5178,مرتضي غوثزصهيبخ,F
727,2954,معصومه هريره عبدالحميد,T
728,2598,ريناد ناجي خطاب,T
729,2150,رعد باتل ثروت,T
730,2371,هنادي جندل بارع,T
731,1312,مديده سلمان عطاء,T
732,2970,هانئه زاهي ناصيف,T
733,2893,ضرار مرتجي صلاحالدين,T
734,5104,شإهؤصطثالتتكاغ,F
735,317,جميله مطر فائز,T
736,4527,رقشدكئوآ ةادطا,F
737,101,طلال مخلف اشهب,T
738,4873,ربآ مناع ضغوعح,F
739,1205,ابرار حجاج معتصم,T
740,1670,اشيم سبع سلطان,T
741,2000,يمن امير عباد,T
742,5241,هياطحعهتصهلأوادشث,F
743,5262,اآسنفشااذاسامه,F
744,1169,ايات ماضي رامز,T
745,502,اكمل نجده ساجر,T
746,5423,ممدسحححةداايإيثنغخلب,F
747,1732,زايد ذاكر لطفي,T
748,3378,امكلثوم ننهض سواد,F
749,4373,عببهخمسد نجفع,F
750,2354,جوده ماهر عامر,T
751,4084,مفدإآةائمبحمطه,F
752,5201,ردالاحام حوأةع,F
753,5457,مروي دادي دهود,F
754,3877,غءادذدرتس ثفهدل,F
755,816,مسعود ركان اسحاق,T
756,5696,عدبز لخسخ حغاج,F
757,5506,سعدونعمآآجي جثال,F
758,3196,جميله دلال مسعود,F
759,364,كهلان غيث هلال,T
760,2232,اثيل ضاهر قدامه,T
761,1728,هوازن حواس شمر,T
762,4343,عبدالمنان مردءس ريمض,F
763,5738,مننإد مثضبيذباوه,F
764,1286,مرزوق زين هزاع,T
765,2099,ضرام سمير سفيان,T
766,5766,انوصر رغيد مهيوب,F
767,5491,هبجره عاطف كنبن,F
768,665,ركين عايض فادي,T
769,2425,نبيله نشات عبدالعليم,T
770,568,شيماء ايوب رشيق,T
771,796,انيسه رائف رغال,T
772,1917,ود عوف عماره,T
773,1671,صفيه مبرور منذر,T
774,3655,مشد ءزين قعضاع,F
775,1517,ارغد مزن ناهي,T
776,2930,عيد نوفل صمصام,T
777,5950,رنيم ذازحنعهظر,F
778,1884,رسول حسن ابلج,T
779,1757,سلامه شماخ عمير,T
780,1138,ادهم حافظ عبدالمنان,T
781,515,هاجر قاسم تركي,T
782,5493,بصدح معيل برهاج,F
783,338,رائد عبدالحي رشيق,T
784,5122,غيدرذ مدأه زهيزج,F
785,3522,ميتونه ساجعقسحأم,F
786,4350,مسزودزوسيم أفيقئ,F
787,4623,شافع كاتحفصلاحالدين,F
788,4740,نجيثضرضبدججامد حمزح,F
789,1473,راجحه نزار مغوار,T
790,5583,غصدن شافيصهمام,F
791,3799,وفآزهخربيي ريضخ,F
792,3630,نصرلاض نبيل لطيف,F
793,5869,فتيئ مرزأق اغلب,F
794,5154,ممبوحآ رةبالفبار سدثمثن,F
795,497,اريج كهلان منقذ,T
796,5521,كليه مسفر مفغم,F
797,2572,عبدالباسط عتابه محبوب,T
798,3032,خاعصكنشنهج نلزلء,F
799,3487,مؤأعئشعيه معتةد,F
800,5866,ارصءئمعسمذتلرعثج,F
801,505,حنيفه سارح صمد,T
802,512,سنان نصره مرتضي,T
803,2643,مامون مصطفي مجيد,T
804,5307,بجدرةنظقي عحام,F
805,209,هاجد عرفه ظافر,T
806,4952,طاهر بظصء مأاوع,F
807,5773,مسقيف فذاة حذنءن,F
808,4218,حسن عدامه أكشد,F
809,1597,شادن فيضي تميم,T
810,2960,عبدالظاهر عبدالصمد عاكف,T
811,5389,عائده ثاظئمعنبرت,F
812,893,ساعف نسيم جودت,T
813,3409,رسبب نامدزفبديق,F
814,5946,مضفتأأحئذبعأثفحولير,F
815,1752,ساهده داوود معن,T
816,228,زاهد سهيل نادر,T
817,2114,هند حمزه فاضل,T
818,2805,بليغه جرير مرتجي,T
819,519,اميره اخزم بدر,T
820,4654,عءدالبصير باكع سغاب,F
821,3001,سعطونخعمصؤ حكاشه,F
822,942,خليل مطاع نوري,T
823,2607,كنعان فواز فهيم,T
824,611,معن حجاب مخلص,T
825,707,جمعان باسق نعمان,T
826,3442,سممدص خورغأفادر,F
827,566,بادي عبدالجليل سيف,T
828,5064,نغقتشربحيئبؤريظ,F
829,1123,زيدون عبدالمنان عقل,T
830,5083,نهإداكذيدعبدالحقل,F
831,2291,فارع عرفات قدامه,T
832,2430,ظبيه نديم عبدالصمد,T
833,2182,لين فهيد ظافر,T
834,2237,راجح مطلب ضرار,T
835,2925,امين اغيد ايهم,T
836,5196,سيرينئاخطب زين,F
837,3231,مثاع غختزعقحزي,F
838,1431,كاسر مظفر اخضر,T
839,223,زهور مغيث متعب,T
840,4154,امنه فلدذؤرراكإنج,F
841,2556,محرز جبران مزهر,T
842,1217,رضوه رشيق نصوح,T
843,3340,رآانفاسحكي منذر,F
844,1295,شاهر راشد قائد,T
845,1214,حصيف شريح لمعي,T
846,3048,معةينءاؤيظعبدالبرجيب,F
847,5776,عديل عون كعبء,F
848,4951,تاشث ةيفغهطعبرصآعزصزض,F
849,556,مكين شيبه عبدالرزاق,T
850,5599,عبدالحق صمصام لةط,F
851,5661,كمدح اسةطتجفئعهق,F
852,4959,سعيده سودسةذهازإ,F
853,2865,انغام عثمان حكيم,T
854,2905,صابر قداح زايد,T
855,1562,رحمه رياض ساجد,T
856,986,صابره محرز غيث,T
857,5706,ريمهئكايمثقطب,F
858,5189,نغيغلععوةك ذأيإ,F
859,4649,مبسشيمقذامح ئصئدذ,F
860,1961,مؤيد فهمي صمصام,T
861,10,عبدالحميد ناصيف مدلج,T
862,2649,غازي ماهر اجيد,T
863,646,مروان رسمي عائد,T
864,2646,شبيب فواز شفيع,T
865,678,ايه حنبل مدحه,T
866,1082,شيماء العابدين لطفي,T
867,2239,تولين سيار جبل,T
868,5709,دضياتأاهركاتورع,F
869,3225,روصتي محبل غرعف,F
870,4742,نغيم عاهر عبدؤرحليم,F
871,3841,يمهر واكدستدكضب,F
872,4830,صانظبظكرمهخاصر,F
873,3536,وسيح منسلجنذير,F
874,4156,سةر ضاريامكتظضه,F
875,4870,ربحعهسشرلس زاهرج,F
876,260,عازم معلوف رغيب,T
877,2645,ظفار يحيي مبروك,T
878,492,خطاب انور حفص,T
879,1529,ايهم سلام فائق,T
880,2667,عيضه وائل مشرف,T
881,3268,ملهم قاتذ قسءؤق,F
882,5497,غغجفركعبدي سجمهد,F
883,4335,الفغيسصيحةخؤيوي,F
884,4410,نويرذشكنث شلهةنذ,F
885,1416,تولين غفار ادريس,T
886,5994,اصلاح ببيش رجاء,F
887,1423,رهف مرتضي وهبه,T
888,3236,صناآسادن مجيد,F
889,1160,عائده كمال مناع,T
890,5940,خايب شقءدظرائد,F
891,5854,اجلاهيحغمح شسلنء,F
892,1660,لانا حسنين انمار,T
893,4014,بارض نطام ضراءظ,F
894,3649,بدرهه دبهلكإظفحفارسج,F
895,4825,مهير رجب عخرمه,F
896,4321,ساقج شليوو آمجإ,F
897,1510,ماهر فتاح عازم,T
898,1285,راغبه شوكت احمد,T
899,1845,امجد اعسر منيع,T
900,3200,لقي اوهر راجح,F
901,671,خميس ماضي صاعد,T
902,5941,مهرنكثيغالئعيس رئخم,F
903,1565,ليان مرحب عزيز,T
904,747,عبدالودود هادي قصي,T
905,5100,اظقم بشنم لكدر,F
906,3393,نئلر يرشب قدقحت,F
907,3751,رضا لغيرذ شافيز,F
908,5853,ممدوح مزاحج هود,F
909,2775,زاهي معاويه عبدالحميد,T
910,1716,شهاب غنيم مرشد,T
911,3276,نصامإطزئم رهلدج,F
912,2399,زيدون باشق رئيف,T
913,3769,كدش قشذر عسءينر,F
914,3019,معاةيزآيوريعبدةأتقر,F
915,1557,الجازي سداد ممدوح,T
916,2650,حاشد عبدالملك كنان,T
917,3489,رصين عدآالقدوس عقل,F
918,923,سهاد تواب ذعار,T
919,4351,غيث زارققضبآتو,F
920,4474,سيلكنإعرادظلاةيز,F
921,5955,انسنهءطع عمصالءذ,F
922,3390,سيارنءصهؤج شعباذ,F
923,5651,شيياس سكطلفطقرسه,F
924,5916,عطةيلجيسطمعاي,F
925,3924,ريماسردتم وسيم,F
926,5243,عبداعجليل عمير نورس,F
927,1108,انور منعم شادي,T
928,2254,جوان كنان رشيد,T
929,3169,نيضيدشخببصبصلشحأ,F
930,5918,فاديحسعد وحداتقذوم,F
931,1158,كمال مغيره صهيب,T
932,2755,اعسر مجير حسام,T
933,5360,بسام قاذس حزام,F
934,2575,انعم صهيب عبدالشكور,T
935,321,كليب ستار عبدالمنان,T
936,1935,حماد نسيب داود,T
937,279,فهمي عروه اكمل,T
938,755,اعزاز عقله اشيم,T
939,4353,راصخه معتصم الخضر,F
940,5483,ميخذد غبديكأصيرئقإر,F
941,1104,سميع ساهر عبدالعليم,T
942,1150,سهاد حمد راكان,T
943,3504,رفحغ سهصزسيأر,F
944,2467,هانئه شداد شماخ,T
945,2351,سميحه عليم ارغد,T
946,4359,رءئسةشمسكنااسولض,F
947,560,سارح سلطان لقمان,T
948,1400,لولوه ادعج رامي,T
949,206,عبدالهادي مؤيد ركان,T
950,1044,حصيف عبدالعظيم فرج,T
951,2881,اسحاق فيضي ضاهر,T
952,2418,زينب شبيب علي,T
953,5295,مؤذر مشاري رمزء,F
954,1823,اسد ظفير اشهم,T
955,2704,فتوح حجاب رافت,T
956,4380,سارح راحق مءن,F
957,1077,صديق ماجد سميع,T
958,5652,نزفذءزخقصعدربدش,F
959,1567,نورا رافد كامل,T
960,4614,ريخحض آؤنم بورس,F
961,5484,حذيلرزخاخر فؤسبا,F
962,749,راجح نبيه نجيب,T
963,3501,عاار تمزه إبرو,F
964,5613,عثمزنفردفق دبآقظ,F
965,1862,جيهان نشات عبدالرحيم,T
966,312,يعقوب محبوب فراج,T
967,2181,ساهره ظفير مازن,T
968,713,اجيد فارض سارح,T
969,5399,زيدؤغ جةشقررةةص,F
970,3380,مسكنخجر رنين,F
971,5113,عزيره مبرور غفراهيم,F
972,2709,دنيا طاهر فتوح,T
973,4316,نصض عئواننساري,F
974,4940,ساميهنويضر ذزوانت,F
975,476,اكرم فريد راشد,T
976,5364,غقث جبر عقئآ,F
977,1687,مجيده غالب هاشم,T
978,2119,رحمه فكري عثمان,T
979,2469,ميرا صفوان اشرف,T
980,67,المثني عزت جازم,T
981,2871,عبدالله فضيل ميلاد,T
982,5635,اسامه نجدتكمصباق,F
983,1545,اعزاز همام شداد,T
984,1004,بانه فارع خلدون,T
985,2064,نعمت ربحي بكري,T
986,374,ليلي ضرام مفتاح,T
987,3224,معغظم بشلرهإؤودد,F
988,3211,ساهصه ضفلثس كاجع,F
989,347,ازدهار خباب شمر,T
990,720,ملهم عصام باسق,T
991,4169,ايمتإماضي رامز,F
992,2315,توليب حمزه زكريا,T
993,1853,خليفه بكار صميم,T
994,5338,كاذمينشيامطتركن,F
995,5366,سمضه دغيم بادفي,F
996,3512,سناك نصره مرعظي,F
997,5804,شقافه كاثلزناغض,F
998,5805,بليغه جميرتمرؤجيي,F
999,736,بهجت دحام ناصح,T
1000,1148,سلطانه هانئ ادهم,T
1001,3154,صمصيم بحمودكرييف,F
1002,3232,حسك دئادضنعهل,F
1003,1120,عائض مراد نبيه,T
1004,2345,قنوت ثنيان عبدالخالق,T
1005,1868,انصاف ضاوي امين,T
1006,1434,نجيب ناصيف عبدي,T
1007,2656,باسطه عيد رشيق,T
1008,4693,رطاد دئود عبداللطيف,F
1009,2471,وهب سرور بارع,T
1010,1311,اخزم عز منير,T
1011,1055,سمراء سعود عماره,T
1012,4507,سحاض مشعو سبدالرجنإط,F
1013,4687,منيلهبغالب طادم,F
1014,2587,عدلي شهاب هيثم,T
1015,5695,عدمث شلدجمستارئ,F
1016,3060,ححء ضيصكهفسؤ,F
1017,3652,جبؤ نذيذععكرضهك,F
1018,4538,تسئننمئصإناكرم,F
1019,357,نعيم حازم شوكت,T
1020,5054,فاضيه تطؤنةنأصرخ,F
1021,3772,رطقغآشبسزذزمج,F
1022,2735,سارا حاتم شمر,T
1023,5636,مفن نامي صيارم,F
1024,1953,اماني دغيم نصر,T
1025,836,مطيعه كاسب فتحي,T
1026,1062,عبله باسق وسام,T
1027,1086,سادن سليم مزن,T
1028,2339,سلمان ناصف خضر,T
1029,3349,زيدهقفصزرالسادا,F
1030,3917,اأصم عبراسعإظنئكافاهم,F
1031,2400,ايه صفوت مصلح,T
1032,405,ريحانه شعيب طاهر,T
1033,4496,تخثص مصعمخحسئأ,F
1034,2374,باسل صديق معصوم,T
1035,2813,صديق خباب شمسالدين,T
1036,3093,كميت خزعح محزوعغ,F
1037,2853,ممدوح مزاحم هود,T
1038,1967,عليم زاكي كنان,T
1039,5026,غنيم سعدصلاهر,F
1040,1922,مديد ايمن شمر,T
1041,2594,ميار رديف احنف,T
1042,2247,جودت ناهل مطلق,T
1043,3090,عآضأ حشفونصاةهذ,F
1044,3300,قعقصعأفتابجكاسيي,F
1045,4711,فصيحهسمحيبإاظجرد,F
1046,1995,اسماء اشهم وليد,T
1047,3847,ستيله رفأو عمرقا,F
1048,407,رمزي رافع باسم,T
1049,4660,لانا إسنين ئإمارد,F
1050,894,جوده بكار مقرن,T
1051,3570,اسااأ كائت حامز,F
1052,4557,الجازمتسداح امدوؤم,F
1053,5394,ميشدهظساار مئعم,F
1054,482,هناء يعقوب نسيم,T
1055,4566,قوسقآمنطفف حمونط,F
1056,2243,عبدالجليل عمير نورس,T
1057,4397,مضجههمارقن إنأعس,F
1058,3545,خززهصربيغأبشضه,F
1059,2536,عبدالجميل زاكي عقاب,T
1060,3676,اضححر نلشأخوط,F
1061,4162,رغمش عائذ مظضر,F
1062,1172,شريح اسد نعمت,T
1063,3506,ندرانمزيب ؤزند,F
1064,5151,كاظم عئمتئزخخغصض,F
1065,4364,ريناتظهادي ميهسب,F
1066,725,رغال مرحب جازم,T
1067,294,برد لماح سليم,T
1068,2827,اسامه مهاب عماره,T
1069,1419,انسجام فراس شبيب,T
1070,909,صاعد عبدالكريم سمعون,T
1071,1304,زهيه معروف عبدالبصير,T
1072,3832,خعجون رسنف وذذل,F
1073,2897,عبدالغفور خلف ادغم,T
1074,900,فرج فؤاد ريان,T
1075,2139,عبداللطيف عبدالملك عفان,T
1076,3112,خزنء نجاب بسمر,F
1077,1411,برد ركان عيضه,T
1078,1984,مزن ضرار فاروق,T
1079,3903,قطاريرعباد ءليفهه,F
1080,1141,نجيحه ربحي معطي,T
1081,1604,عبدالجميل وارف حمد,T
1082,5347,فتوج جهادنمثلف,F
1083,3633,نصرفأآديهازهظرآ,F
1084,1427,مروي بطاح ادغم,T
1085,3675,عقيل راحئ ربحي,F
1086,2106,منار مطاوع تغلب,T
1087,1128,ابراهيم فاضل ركين,T
1088,4731,ارويبحائضءامون,F
